word,stratum,n_valid_sources,all_unlikely,pipeline_checks_passed,gemini_source
cablehead,2,2,False,True,enhanced_6thread_revalidation
cableheads,1,1,False,True,enhanced_6thread_revalidation
cablelaid,2,2,False,True,enhanced_6thread_revalidation
cablelayer,1,1,False,True,enhanced_6thread_revalidation
cablelayers,1,1,False,True,enhanced_6thread_revalidation
cablelike,4+,5,False,True,enhanced_6thread_revalidation
cablemaker,1,1,False,True,enhanced_6thread_revalidation
cablemakers,1,1,False,True,enhanced_6thread_revalidation
cablese,3,3,False,True,enhanced_6thread_revalidation
cableship,2,2,False,True,enhanced_6thread_revalidation
cableships,1,1,False,True,enhanced_6thread_revalidation
cablewinding,1,1,False,True,enhanced_6thread_revalidation
cabochoned,1,1,False,True,enhanced_6thread_revalidation
cabocla,3,3,False,True,enhanced_6thread_revalidation
caboclo,4+,5,False,True,enhanced_6thread_revalidation
caboclos,4+,5,False,True,enhanced_6thread_revalidation
cabooceer,1,1,False,True,enhanced_6thread_revalidation
cabooceers,1,1,False,True,enhanced_6thread_revalidation
cabosed,1,1,False,True,enhanced_6thread_revalidation
cabosheer,1,1,False,True,enhanced_6thread_revalidation
cabosse,2,2,False,True,enhanced_6thread_revalidation
cabosses,1,1,False,True,enhanced_6thread_revalidation
cabot,4+,9,False,True,enhanced_6thread_revalidation
cabotegravir,3,3,False,True,enhanced_6thread_revalidation
caboteurs,1,1,False,True,enhanced_6thread_revalidation
cabots,4+,4,False,True,enhanced_6thread_revalidation
cabouse,1,1,False,True,enhanced_6thread_revalidation
cabralea,2,2,False,True,enhanced_6thread_revalidation
cabreros,2,2,False,True,enhanced_6thread_revalidation
cabria,3,3,False,True,enhanced_6thread_revalidation
cabrilla,0,0,True,False,multi_thread_revalidation
cabrillas,0,0,True,False,multi_thread_revalidation
cabriola,2,2,False,True,enhanced_6thread_revalidation
cabrioled,1,1,False,True,enhanced_6thread_revalidation
cabritta,1,1,False,True,enhanced_6thread_revalidation
cabrouet,1,1,False,True,enhanced_6thread_revalidation
cacaesthesia,1,1,False,True,enhanced_6thread_revalidation
cacahoatl,1,1,False,True,enhanced_6thread_revalidation
cacahuacintle,1,1,False,True,enhanced_6thread_revalidation
cacahuamilpensis,1,1,False,True,enhanced_6thread_revalidation
cacahuaxochitl,1,1,False,True,enhanced_6thread_revalidation
cacahuazintle,2,2,False,True,enhanced_6thread_revalidation
cacajao,4+,6,False,True,enhanced_6thread_revalidation
cacalia,4+,6,False,True,enhanced_6thread_revalidation
cacalias,1,1,False,True,enhanced_6thread_revalidation
cacalioid,1,1,False,True,enhanced_6thread_revalidation
cacalioides,2,2,False,True,enhanced_6thread_revalidation
cacaliopsis,2,2,False,True,enhanced_6thread_revalidation
cacalote,3,3,False,True,enhanced_6thread_revalidation
cacatua,4+,6,False,True,enhanced_6thread_revalidation
cacatuidae,4+,5,False,True,enhanced_6thread_revalidation
cachalote,4+,4,False,True,enhanced_6thread_revalidation
cachaza,4+,6,False,True,enhanced_6thread_revalidation
cadastrals,3,3,False,True,enhanced_6thread_revalidation
cadastrated,1,1,False,True,enhanced_6thread_revalidation
cadavera,2,2,False,True,enhanced_6thread_revalidation
cadaveres,3,3,False,True,enhanced_6thread_revalidation
cadaverically,2,2,False,True,enhanced_6thread_revalidation
cadaverin,3,3,False,True,enhanced_6thread_revalidation
cadaverise,1,1,False,True,enhanced_6thread_revalidation
cadaverised,1,1,False,True,enhanced_6thread_revalidation
cadaverises,1,1,False,True,enhanced_6thread_revalidation
cadaverish,1,1,False,True,enhanced_6thread_revalidation
cadaverising,1,1,False,True,enhanced_6thread_revalidation
cadaverization,1,1,False,True,enhanced_6thread_revalidation
cadaverize,4+,4,False,True,enhanced_6thread_revalidation
cadaverized,2,2,False,True,enhanced_6thread_revalidation
cadaverizes,2,2,False,True,enhanced_6thread_revalidation
cadaverizing,2,2,False,True,enhanced_6thread_revalidation
cadcam,4+,4,False,True,enhanced_6thread_revalidation
caddas,2,2,False,True,enhanced_6thread_revalidation
caddee,1,1,False,True,enhanced_6thread_revalidation
caddees,1,1,False,True,enhanced_6thread_revalidation
caddey,1,1,False,True,enhanced_6thread_revalidation
caddinet,1,1,False,True,enhanced_6thread_revalidation
cadding,2,2,False,True,enhanced_6thread_revalidation
caddisgarter,1,1,False,True,enhanced_6thread_revalidation
caddoan,4+,8,False,True,enhanced_6thread_revalidation
caddoidea,2,2,False,True,enhanced_6thread_revalidation
caddowe,1,1,False,True,enhanced_6thread_revalidation
caded,2,2,False,True,enhanced_6thread_revalidation
cadellia,0,0,True,False,multi_thread_revalidation
cadenatella,1,1,False,True,enhanced_6thread_revalidation
cadenette,3,3,False,True,enhanced_6thread_revalidation
cadenettes,2,2,False,True,enhanced_6thread_revalidation
cadethood,1,1,False,True,enhanced_6thread_revalidation
cadeting,2,2,False,True,enhanced_6thread_revalidation
cadette,4+,8,False,True,enhanced_6thread_revalidation
cadettes,4+,5,False,True,enhanced_6thread_revalidation
cadetting,0,0,True,False,multi_thread_revalidation
cadexomer,2,2,False,True,enhanced_6thread_revalidation
cadillo,0,0,True,False,multi_thread_revalidation
cadinane,2,2,False,True,enhanced_6thread_revalidation
cadinanolide,1,1,False,True,enhanced_6thread_revalidation
cadinanolides,1,1,False,True,enhanced_6thread_revalidation
cadinenyl,1,1,False,True,enhanced_6thread_revalidation
cadinol,3,3,False,True,enhanced_6thread_revalidation
caecias,3,3,False,True,enhanced_6thread_revalidation
caecidotea,2,2,False,True,enhanced_6thread_revalidation
caecids,2,2,False,True,enhanced_6thread_revalidation
caecieleotris,1,1,False,True,enhanced_6thread_revalidation
caeciliidae,0,0,True,False,multi_thread_revalidation
caecitas,1,1,False,True,enhanced_6thread_revalidation
caecobarbus,2,2,False,True,enhanced_6thread_revalidation
caecocolon,1,1,False,True,enhanced_6thread_revalidation
caerphilly,0,0,True,False,multi_thread_revalidation
caesaropapistic,1,1,False,True,enhanced_6thread_revalidation
caesarotomies,1,1,False,True,enhanced_6thread_revalidation
caesionid,2,2,False,True,enhanced_6thread_revalidation
caesionidae,2,2,False,True,enhanced_6thread_revalidation
caesionids,2,2,False,True,enhanced_6thread_revalidation
caesioninae,1,1,False,True,enhanced_6thread_revalidation
caesioperca,2,2,False,True,enhanced_6thread_revalidation
caesioscorpis,1,1,False,True,enhanced_6thread_revalidation
caespititiella,1,1,False,True,enhanced_6thread_revalidation
caesures,1,1,False,True,enhanced_6thread_revalidation
cafecito,4+,4,False,True,enhanced_6thread_revalidation
cafestol,4+,4,False,True,enhanced_6thread_revalidation
cafetera,3,3,False,True,enhanced_6thread_revalidation
cafezinho,2,2,False,True,enhanced_6thread_revalidation
caffeate,4+,6,False,True,enhanced_6thread_revalidation
caffeates,2,2,False,True,enhanced_6thread_revalidation
caillette,0,0,True,False,multi_thread_revalidation
caimito,4+,7,False,True,enhanced_6thread_revalidation
cajou,4+,4,False,True,enhanced_6thread_revalidation
cajuns,4+,5,False,True,enhanced_6thread_revalidation
cakeboard,1,1,False,True,enhanced_6thread_revalidation
cakebox,4+,5,False,True,enhanced_6thread_revalidation
cakeboxes,2,2,False,True,enhanced_6thread_revalidation
cakemaker,4+,7,False,True,enhanced_6thread_revalidation
cakemakers,3,3,False,True,enhanced_6thread_revalidation
cakeman,3,3,False,True,enhanced_6thread_revalidation
cakemen,2,2,False,True,enhanced_6thread_revalidation
cakepans,2,2,False,True,enhanced_6thread_revalidation
cakeries,1,1,False,True,enhanced_6thread_revalidation
cakery,3,3,False,True,enhanced_6thread_revalidation
cakeshop,4+,4,False,True,enhanced_6thread_revalidation
cakeshops,2,2,False,True,enhanced_6thread_revalidation
cakestand,3,3,False,True,enhanced_6thread_revalidation
calaba,4+,7,False,True,enhanced_6thread_revalidation
calanches,2,2,False,True,enhanced_6thread_revalidation
calanchoe,1,1,False,True,enhanced_6thread_revalidation
calanders,2,2,False,True,enhanced_6thread_revalidation
calandridae,4+,4,False,True,enhanced_6thread_revalidation
calandrids,1,1,False,True,enhanced_6thread_revalidation
calanidae,2,2,False,True,enhanced_6thread_revalidation
calanipeda,2,2,False,True,enhanced_6thread_revalidation
calanoida,2,2,False,True,enhanced_6thread_revalidation
calanoidea,1,1,False,True,enhanced_6thread_revalidation
calanolide,3,3,False,True,enhanced_6thread_revalidation
calanticid,1,1,False,True,enhanced_6thread_revalidation
calawag,2,2,False,True,enhanced_6thread_revalidation
calcedone,1,1,False,True,enhanced_6thread_revalidation
calcei,3,3,False,True,enhanced_6thread_revalidation
calceine,1,1,False,True,enhanced_6thread_revalidation
calcificans,2,2,False,True,enhanced_6thread_revalidation
calcimetric,1,1,False,True,enhanced_6thread_revalidation
calcinate,4+,4,False,True,enhanced_6thread_revalidation
calcinated,3,3,False,True,enhanced_6thread_revalidation
calcinating,3,3,False,True,enhanced_6thread_revalidation
calciphil,1,1,False,True,enhanced_6thread_revalidation
calciphylaxes,1,1,False,True,enhanced_6thread_revalidation
calcivore,1,1,False,True,enhanced_6thread_revalidation
calcoalkaline,1,1,False,True,enhanced_6thread_revalidation
calcofluor,3,3,False,True,enhanced_6thread_revalidation
calculant,2,2,False,True,enhanced_6thread_revalidation
caldronlike,1,1,False,True,enhanced_6thread_revalidation
caldwellia,0,0,True,False,multi_thread_revalidation
calicot,2,2,False,True,enhanced_6thread_revalidation
calicotome,2,2,False,True,enhanced_6thread_revalidation
calicut,4+,7,False,True,enhanced_6thread_revalidation
caliectasis,2,2,False,True,enhanced_6thread_revalidation
caligate,3,3,False,True,enhanced_6thread_revalidation
caliginose,1,1,False,True,enhanced_6thread_revalidation
calin,4+,5,False,True,enhanced_6thread_revalidation
calip,2,2,False,True,enhanced_6thread_revalidation
caliperer,3,3,False,True,enhanced_6thread_revalidation
caliphat,2,2,False,True,enhanced_6thread_revalidation
callgirl,4+,4,False,True,enhanced_6thread_revalidation
callianassidae,0,0,True,False,multi_thread_revalidation
callichthys,0,0,True,False,multi_thread_revalidation
calliergon,0,0,True,False,multi_thread_revalidation
calligonum,0,0,True,False,multi_thread_revalidation
calligramme,0,0,True,False,multi_thread_revalidation
calligrammes,0,0,True,False,multi_thread_revalidation
calligrapha,0,0,True,False,multi_thread_revalidation
callistoctopus,0,0,True,False,multi_thread_revalidation
callitriche,0,0,True,False,multi_thread_revalidation
callousities,1,1,False,True,enhanced_6thread_revalidation
calvaire,4+,4,False,True,enhanced_6thread_revalidation
calvas,4+,4,False,True,enhanced_6thread_revalidation
calvatia,4+,6,False,True,enhanced_6thread_revalidation
calveskin,1,1,False,True,enhanced_6thread_revalidation
calveskins,1,1,False,True,enhanced_6thread_revalidation
calvinian,4+,6,False,True,enhanced_6thread_revalidation
calvinians,1,1,False,True,enhanced_6thread_revalidation
calvinic,1,1,False,True,enhanced_6thread_revalidation
calvinism,4+,9,False,True,enhanced_6thread_revalidation
calvinisms,2,2,False,True,enhanced_6thread_revalidation
calvinist,4+,9,False,True,enhanced_6thread_revalidation
calvinistic,4+,9,False,True,enhanced_6thread_revalidation
calvinists,4+,5,False,True,enhanced_6thread_revalidation
calvitium,1,1,False,True,enhanced_6thread_revalidation
calycophoridae,1,1,False,True,enhanced_6thread_revalidation
calycophyllous,1,1,False,True,enhanced_6thread_revalidation
calycophylls,1,1,False,True,enhanced_6thread_revalidation
calycophyllum,3,3,False,True,enhanced_6thread_revalidation
calycoplasty,1,1,False,True,enhanced_6thread_revalidation
calycopsidae,1,1,False,True,enhanced_6thread_revalidation
calycopsis,1,1,False,True,enhanced_6thread_revalidation
calycopterin,1,1,False,True,enhanced_6thread_revalidation
calycopteris,2,2,False,True,enhanced_6thread_revalidation
calycoseris,2,2,False,True,enhanced_6thread_revalidation
calycosia,1,1,False,True,enhanced_6thread_revalidation
calycosin,3,3,False,True,enhanced_6thread_revalidation
calycosiphonia,2,2,False,True,enhanced_6thread_revalidation
calycothrix,2,2,False,True,enhanced_6thread_revalidation
calycotome,2,2,False,True,enhanced_6thread_revalidation
calycotomy,1,1,False,True,enhanced_6thread_revalidation
calycotricha,1,1,False,True,enhanced_6thread_revalidation
calycozoan,3,3,False,True,enhanced_6thread_revalidation
calycozoic,3,3,False,True,enhanced_6thread_revalidation
calycula,1,1,False,True,enhanced_6thread_revalidation
calyculin,3,3,False,True,enhanced_6thread_revalidation
calyculins,2,2,False,True,enhanced_6thread_revalidation
calyculum,1,1,False,True,enhanced_6thread_revalidation
calydonian,4+,7,False,True,enhanced_6thread_revalidation
calydorea,1,1,False,True,enhanced_6thread_revalidation
calylophis,1,1,False,True,enhanced_6thread_revalidation
calylophus,2,2,False,True,enhanced_6thread_revalidation
calymenacea,1,1,False,True,enhanced_6thread_revalidation
calymenoides,1,1,False,True,enhanced_6thread_revalidation
calymmantheae,1,1,False,True,enhanced_6thread_revalidation
calystegias,1,1,False,True,enhanced_6thread_revalidation
calyver,1,1,False,True,enhanced_6thread_revalidation
calyxochaetus,1,1,False,True,enhanced_6thread_revalidation
calzirtite,2,2,False,True,enhanced_6thread_revalidation
cambiati,1,1,False,True,enhanced_6thread_revalidation
cambisol,3,3,False,True,enhanced_6thread_revalidation
camcords,1,1,False,True,enhanced_6thread_revalidation
camelcased,2,2,False,True,enhanced_6thread_revalidation
camelcasing,1,1,False,True,enhanced_6thread_revalidation
cameleopardalis,1,1,False,True,enhanced_6thread_revalidation
camelet,1,1,False,True,enhanced_6thread_revalidation
camelets,1,1,False,True,enhanced_6thread_revalidation
camelherd,1,1,False,True,enhanced_6thread_revalidation
camelidae,4+,6,False,True,enhanced_6thread_revalidation
camelinae,2,2,False,True,enhanced_6thread_revalidation
camellae,2,2,False,True,enhanced_6thread_revalidation
camelopardid,3,3,False,True,enhanced_6thread_revalidation
camelopardidae,3,3,False,True,enhanced_6thread_revalidation
camelopardus,4+,6,False,True,enhanced_6thread_revalidation
cameltoe,4+,4,False,True,enhanced_6thread_revalidation
camelus,4+,7,False,True,enhanced_6thread_revalidation
camenae,4+,6,False,True,enhanced_6thread_revalidation
camerates,2,2,False,True,enhanced_6thread_revalidation
cameroceras,2,2,False,True,enhanced_6thread_revalidation
campanian,4+,8,False,True,enhanced_6thread_revalidation
campanulae,2,2,False,True,enhanced_6thread_revalidation
campanulales,4+,6,False,True,enhanced_6thread_revalidation
campanulid,3,3,False,True,enhanced_6thread_revalidation
camptosaurus,3,3,False,True,enhanced_6thread_revalidation
camptothecan,1,1,False,True,enhanced_6thread_revalidation
campynemanthe,2,2,False,True,enhanced_6thread_revalidation
camusian,2,2,False,True,enhanced_6thread_revalidation
canaan,4+,9,False,True,enhanced_6thread_revalidation
canaanisms,1,1,False,True,enhanced_6thread_revalidation
canaanite,4+,9,False,True,enhanced_6thread_revalidation
canaanitish,4+,6,False,True,enhanced_6thread_revalidation
canadensia,1,1,False,True,enhanced_6thread_revalidation
canadensisella,2,2,False,True,enhanced_6thread_revalidation
canadiana,4+,4,False,True,enhanced_6thread_revalidation
canadianisation,1,1,False,True,enhanced_6thread_revalidation
canadianise,2,2,False,True,enhanced_6thread_revalidation
canadianising,2,2,False,True,enhanced_6thread_revalidation
canadianisms,4+,4,False,True,enhanced_6thread_revalidation
canadianist,2,2,False,True,enhanced_6thread_revalidation
canadianists,2,2,False,True,enhanced_6thread_revalidation
canadianizing,3,3,False,True,enhanced_6thread_revalidation
canadienne,4+,4,False,True,enhanced_6thread_revalidation
canadine,4+,6,False,True,enhanced_6thread_revalidation
canadiphyllum,1,1,False,True,enhanced_6thread_revalidation
canaliculoplasty,1,1,False,True,enhanced_6thread_revalidation
canaliculostomy,1,1,False,True,enhanced_6thread_revalidation
canaliculotomy,2,2,False,True,enhanced_6thread_revalidation
canalidine,1,1,False,True,enhanced_6thread_revalidation
canaliferus,2,2,False,True,enhanced_6thread_revalidation
canalis,4+,4,False,True,enhanced_6thread_revalidation
canalist,1,1,False,True,enhanced_6thread_revalidation
canalizable,1,1,False,True,enhanced_6thread_revalidation
canalizer,1,1,False,True,enhanced_6thread_revalidation
canalizers,1,1,False,True,enhanced_6thread_revalidation
canalolith,1,1,False,True,enhanced_6thread_revalidation
canalolithiasis,2,2,False,True,enhanced_6thread_revalidation
canaloliths,1,1,False,True,enhanced_6thread_revalidation
canalotomy,1,1,False,True,enhanced_6thread_revalidation
canangium,4+,5,False,True,enhanced_6thread_revalidation
canariensis,2,2,False,True,enhanced_6thread_revalidation
canarigenin,2,2,False,True,enhanced_6thread_revalidation
canarine,2,2,False,True,enhanced_6thread_revalidation
canariomys,2,2,False,True,enhanced_6thread_revalidation
canariopsis,0,0,True,False,multi_thread_revalidation
canarium,4+,6,False,True,enhanced_6thread_revalidation
canariums,2,2,False,True,enhanced_6thread_revalidation
canarygrass,3,3,False,True,enhanced_6thread_revalidation
canarylike,2,2,False,True,enhanced_6thread_revalidation
canarypoxvirus,2,2,False,True,enhanced_6thread_revalidation
canaryseed,1,1,False,True,enhanced_6thread_revalidation
canarywood,2,2,False,True,enhanced_6thread_revalidation
canasite,3,3,False,True,enhanced_6thread_revalidation
canastero,3,3,False,True,enhanced_6thread_revalidation
canatoxins,1,1,False,True,enhanced_6thread_revalidation
canavanase,2,2,False,True,enhanced_6thread_revalidation
canavanin,1,1,False,True,enhanced_6thread_revalidation
canavirgella,1,1,False,True,enhanced_6thread_revalidation
canberran,3,3,False,True,enhanced_6thread_revalidation
canbyite,1,1,False,True,enhanced_6thread_revalidation
cancellae,1,1,False,True,enhanced_6thread_revalidation
cancellands,1,1,False,True,enhanced_6thread_revalidation
cancellandum,1,1,False,True,enhanced_6thread_revalidation
cancellans,1,1,False,True,enhanced_6thread_revalidation
cancellar,2,2,False,True,enhanced_6thread_revalidation
cancellata,2,2,False,True,enhanced_6thread_revalidation
cancellator,1,1,False,True,enhanced_6thread_revalidation
cancelment,4+,5,False,True,enhanced_6thread_revalidation
cancelments,2,2,False,True,enhanced_6thread_revalidation
canceremia,1,1,False,True,enhanced_6thread_revalidation
cancerians,3,3,False,True,enhanced_6thread_revalidation
cancericidal,3,3,False,True,enhanced_6thread_revalidation
canceridae,1,1,False,True,enhanced_6thread_revalidation
cancerological,2,2,False,True,enhanced_6thread_revalidation
cancerpreventive,1,1,False,True,enhanced_6thread_revalidation
cancoillotte,0,0,True,False,multi_thread_revalidation
cancridae,3,3,False,True,enhanced_6thread_revalidation
cancrids,3,3,False,True,enhanced_6thread_revalidation
candidastrum,1,1,False,True,enhanced_6thread_revalidation
candier,4+,4,False,True,enhanced_6thread_revalidation
candlebearer,1,1,False,True,enhanced_6thread_revalidation
candlebearers,1,1,False,True,enhanced_6thread_revalidation
candleglow,3,3,False,True,enhanced_6thread_revalidation
candlelighting,4+,6,False,True,enhanced_6thread_revalidation
candonga,3,3,False,True,enhanced_6thread_revalidation
candyass,4+,4,False,True,enhanced_6thread_revalidation
candyassed,1,1,False,True,enhanced_6thread_revalidation
candybox,3,3,False,True,enhanced_6thread_revalidation
candyed,1,1,False,True,enhanced_6thread_revalidation
candyflipping,1,1,False,True,enhanced_6thread_revalidation
candyflossed,1,1,False,True,enhanced_6thread_revalidation
candyish,2,2,False,True,enhanced_6thread_revalidation
candyleaf,2,2,False,True,enhanced_6thread_revalidation
candypull,1,1,False,True,enhanced_6thread_revalidation
candys,4+,6,False,True,enhanced_6thread_revalidation
candystick,4+,5,False,True,enhanced_6thread_revalidation
candystore,2,2,False,True,enhanced_6thread_revalidation
candystripe,1,1,False,True,enhanced_6thread_revalidation
candystriped,1,1,False,True,enhanced_6thread_revalidation
candystriper,4+,4,False,True,enhanced_6thread_revalidation
candystripers,2,2,False,True,enhanced_6thread_revalidation
candystripes,2,2,False,True,enhanced_6thread_revalidation
candyweed,4+,4,False,True,enhanced_6thread_revalidation
caneback,1,1,False,True,enhanced_6thread_revalidation
canebacked,1,1,False,True,enhanced_6thread_revalidation
caneborer,1,1,False,True,enhanced_6thread_revalidation
canebreak,3,3,False,True,enhanced_6thread_revalidation
caneburning,1,1,False,True,enhanced_6thread_revalidation
canecutting,2,2,False,True,enhanced_6thread_revalidation
canefarming,1,1,False,True,enhanced_6thread_revalidation
canegrower,3,3,False,True,enhanced_6thread_revalidation
canegrowers,3,3,False,True,enhanced_6thread_revalidation
canegrowing,1,1,False,True,enhanced_6thread_revalidation
canegrub,2,2,False,True,enhanced_6thread_revalidation
canegrubs,2,2,False,True,enhanced_6thread_revalidation
canela,4+,5,False,True,enhanced_6thread_revalidation
caneland,0,0,False,False,multi_thread_revalidation
canelands,2,2,False,True,enhanced_6thread_revalidation
caneles,1,1,False,True,enhanced_6thread_revalidation
canephorula,1,1,False,True,enhanced_6thread_revalidation
canestrelli,0,0,True,False,multi_thread_revalidation
caneton,4+,4,False,True,enhanced_6thread_revalidation
canetons,2,2,False,True,enhanced_6thread_revalidation
canette,4+,6,False,True,enhanced_6thread_revalidation
canevas,2,2,False,True,enhanced_6thread_revalidation
caneyes,1,1,False,True,enhanced_6thread_revalidation
canicola,4+,5,False,True,enhanced_6thread_revalidation
canicules,1,1,False,True,enhanced_6thread_revalidation
canigonensis,1,1,False,True,enhanced_6thread_revalidation
caninelike,2,2,False,True,enhanced_6thread_revalidation
cannistered,1,1,False,True,enhanced_6thread_revalidation
cannoner,2,2,False,True,enhanced_6thread_revalidation
cannoners,3,3,False,True,enhanced_6thread_revalidation
cannopies,1,1,False,True,enhanced_6thread_revalidation
canoeful,1,1,False,True,enhanced_6thread_revalidation
canoist,1,1,False,True,enhanced_6thread_revalidation
canolestes,1,1,False,True,enhanced_6thread_revalidation
canomaculina,1,1,False,True,enhanced_6thread_revalidation
canonading,1,1,False,True,enhanced_6thread_revalidation
canoneer,2,2,False,True,enhanced_6thread_revalidation
canoneers,2,2,False,True,enhanced_6thread_revalidation
canoner,1,1,False,True,enhanced_6thread_revalidation
canonet,2,2,False,True,enhanced_6thread_revalidation
canonician,1,1,False,True,enhanced_6thread_revalidation
canotia,2,2,False,True,enhanced_6thread_revalidation
canovacci,1,1,False,True,enhanced_6thread_revalidation
canovaccio,2,2,False,True,enhanced_6thread_revalidation
canovist,1,1,False,True,enhanced_6thread_revalidation
cantabrigian,4+,8,False,True,enhanced_6thread_revalidation
cantabrigians,3,3,False,True,enhanced_6thread_revalidation
canzonettes,3,3,False,True,enhanced_6thread_revalidation
canzoniere,3,3,False,True,enhanced_6thread_revalidation
caobangiidae,1,1,False,True,enhanced_6thread_revalidation
caochan,1,1,False,True,enhanced_6thread_revalidation
caodaiism,1,1,False,True,enhanced_6thread_revalidation
capablenesse,1,1,False,True,enhanced_6thread_revalidation
capacifying,2,2,False,True,enhanced_6thread_revalidation
capacimeter,1,1,False,True,enhanced_6thread_revalidation
capacitivities,1,1,False,True,enhanced_6thread_revalidation
capacitivity,2,2,False,True,enhanced_6thread_revalidation
capacitron,2,2,False,True,enhanced_6thread_revalidation
capeesh,3,3,False,True,enhanced_6thread_revalidation
capella,4+,9,False,True,enhanced_6thread_revalidation
capensis,3,3,False,True,enhanced_6thread_revalidation
caplines,2,2,False,True,enhanced_6thread_revalidation
capock,1,1,False,True,enhanced_6thread_revalidation
capreol,4+,6,False,True,enhanced_6thread_revalidation
capreoli,2,2,False,True,enhanced_6thread_revalidation
capreolus,4+,6,False,True,enhanced_6thread_revalidation
caprese,4+,4,False,True,enhanced_6thread_revalidation
caprichos,3,3,False,True,enhanced_6thread_revalidation
capricorn,4+,9,False,True,enhanced_6thread_revalidation
capricornian,3,3,False,True,enhanced_6thread_revalidation
capricornid,4+,5,False,True,enhanced_6thread_revalidation
capricornids,3,3,False,True,enhanced_6thread_revalidation
capricornus,4+,9,False,True,enhanced_6thread_revalidation
capridae,2,2,False,True,enhanced_6thread_revalidation
caprificus,2,2,False,True,enhanced_6thread_revalidation
caprifoliaceae,4+,6,False,True,enhanced_6thread_revalidation
caprifolieae,1,1,False,True,enhanced_6thread_revalidation
caprifolium,4+,5,False,True,enhanced_6thread_revalidation
caprilate,1,1,False,True,enhanced_6thread_revalidation
caprimulge,1,1,False,True,enhanced_6thread_revalidation
caprimulgella,1,1,False,True,enhanced_6thread_revalidation
caprimulgi,4+,4,False,True,enhanced_6thread_revalidation
caprimulgidae,4+,6,False,True,enhanced_6thread_revalidation
caprimulgiformes,4+,7,False,True,enhanced_6thread_revalidation
caprimulginae,2,2,False,True,enhanced_6thread_revalidation
caprimulgus,4+,6,False,True,enhanced_6thread_revalidation
capripox,2,2,False,True,enhanced_6thread_revalidation
capripoxvirus,3,3,False,True,enhanced_6thread_revalidation
caproid,2,2,False,True,enhanced_6thread_revalidation
caprolagus,2,2,False,True,enhanced_6thread_revalidation
capromab,3,3,False,True,enhanced_6thread_revalidation
capromyidae,3,3,False,True,enhanced_6thread_revalidation
capromyinae,2,2,False,True,enhanced_6thread_revalidation
capron,4+,5,False,True,enhanced_6thread_revalidation
caproylation,1,1,False,True,enhanced_6thread_revalidation
caprylated,1,1,False,True,enhanced_6thread_revalidation
caprylidene,1,1,False,True,enhanced_6thread_revalidation
caprylohydroxamic,1,1,False,True,enhanced_6thread_revalidation
capsaicine,2,2,False,True,enhanced_6thread_revalidation
capsarius,1,1,False,True,enhanced_6thread_revalidation
capsas,1,1,False,True,enhanced_6thread_revalidation
capsazepine,3,3,False,True,enhanced_6thread_revalidation
capseals,1,1,False,True,enhanced_6thread_revalidation
capsella,4+,6,False,True,enhanced_6thread_revalidation
capsellae,2,2,False,True,enhanced_6thread_revalidation
capsellas,1,1,False,True,enhanced_6thread_revalidation
capsenone,2,2,False,True,enhanced_6thread_revalidation
capsheet,1,1,False,True,enhanced_6thread_revalidation
capsheets,1,1,False,True,enhanced_6thread_revalidation
capsian,4+,7,False,True,enhanced_6thread_revalidation
capside,2,2,False,True,enhanced_6thread_revalidation
capslock,3,3,False,True,enhanced_6thread_revalidation
captated,1,1,False,True,enhanced_6thread_revalidation
captating,1,1,False,True,enhanced_6thread_revalidation
captatio,3,3,False,True,enhanced_6thread_revalidation
capuramycin,2,2,False,True,enhanced_6thread_revalidation
carabas,3,3,False,True,enhanced_6thread_revalidation
carabidae,4+,6,False,True,enhanced_6thread_revalidation
carabus,4+,6,False,True,enhanced_6thread_revalidation
caracalla,4+,5,False,True,enhanced_6thread_revalidation
caracoa,4+,4,False,True,enhanced_6thread_revalidation
carangidae,4+,6,False,True,enhanced_6thread_revalidation
carbacholine,1,1,False,True,enhanced_6thread_revalidation
carbacyclic,2,2,False,True,enhanced_6thread_revalidation
carbacyclin,2,2,False,True,enhanced_6thread_revalidation
carbacyclins,1,1,False,True,enhanced_6thread_revalidation
carbamazepam,1,1,False,True,enhanced_6thread_revalidation
carbamoylamino,2,2,False,True,enhanced_6thread_revalidation
carbamoylethyl,1,1,False,True,enhanced_6thread_revalidation
carbamoylethylated,1,1,False,True,enhanced_6thread_revalidation
carbamoylglutamate,1,1,False,True,enhanced_6thread_revalidation
carbamoylimidazole,1,1,False,True,enhanced_6thread_revalidation
carbamoylimidazolium,1,1,False,True,enhanced_6thread_revalidation
carbamoylmethyl,2,2,False,True,enhanced_6thread_revalidation
carbamoylmethylated,1,1,False,True,enhanced_6thread_revalidation
carbamoylmethylphosphine,1,1,False,True,enhanced_6thread_revalidation
carbamoylmethylphosphonates,1,1,False,True,enhanced_6thread_revalidation
carbamoylmethylphosphoryl,1,1,False,True,enhanced_6thread_revalidation
carbamoylmethyluridine,1,1,False,True,enhanced_6thread_revalidation
carbamoyloxymethyl,1,1,False,True,enhanced_6thread_revalidation
carbamoyloxyurea,1,1,False,True,enhanced_6thread_revalidation
carbamoylphenoxy,1,1,False,True,enhanced_6thread_revalidation
carbamoylphenyl,1,1,False,True,enhanced_6thread_revalidation
carbamoylphosphine,2,2,False,True,enhanced_6thread_revalidation
carbamoylphosphines,1,1,False,True,enhanced_6thread_revalidation
