word,stage,stratum,gemini_verdict,outcome,action,deciding_source,deciding_status,medical_status,collegiate_status,free_status,part_of_speech,definition,decided_date
ekwele,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
equirectangular,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
gamemakers,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
groundscraper,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
leucoindigotin,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
maharadja,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
matrioshkas,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
medianoches,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
mesosaurs,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
myotubularin,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
nasserist,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
nipply,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
oakgall,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
patchbays,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
pelade,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
pewterware,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
phlebopexy,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
phosphoglucosamine,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
piledrove,2,3,invalid,refuted,none,collegiate,valid,not_found,valid,not_consulted,noun,a machine for driving piles {dx_def}see {dxt|pile:1|pile:1|1}{/dx_def} into the ground,2026-08-14
placelessness,2,3,invalid,refuted,none,collegiate,valid,not_found,valid,not_consulted,adjective,lacking a fixed location,2026-08-14
pneumonomelanosis,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
pnicogen,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
polyamidoamine,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
premediate,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
prorater,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
saditty,2,3,invalid,refuted,none,collegiate,valid,not_found,valid,not_consulted,adjective,"putting on or marked by airs of superiority arrogant, conceited, uppity",2026-08-14
sinraptor,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
tablescaping,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
thiobismuthite,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
throwie,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
tictactoe,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
tonos,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
twatty,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
unjelled,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
urocanase,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
verte,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
voltairianism,2,3,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
aerogenically,2,4+,invalid,refuted,none,medical,valid,valid,not_consulted,not_consulted,adjective,transmitted by or involving transmission by air,2026-08-14
anatidae,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
atlaslike,2,4+,invalid,unadjudicated,none,,,not_found,not_found,not_found,,,2026-08-14
attagen,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
cameltoe,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
capricornus,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
catflap,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
cerianthus,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
certhia,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
chalkings,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
charterist,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
chickenhead,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
clairin,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
clorazepate,2,4+,invalid,refuted,none,medical,valid,valid,not_consulted,not_consulted,noun,"a benzodiazepine tranquilizer taken orally in the form of its dipotassium salt C{inf}16{/inf}H{inf}10{/inf}ClKN{inf}2{/inf}O{inf}3{/inf}·KOH to treat anxiety, partial seizures, and acute alcohol withdrawal",2026-08-14
clupea,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
cocke,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
coexperiencer,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
conatural,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
conformate,2,4+,invalid,unadjudicated,none,,,not_found,not_found,not_found,,,2026-08-14
cuculiformes,2,4+,invalid,unadjudicated,none,,,not_found,not_found,not_found,,,2026-08-14
decaoxide,2,4+,invalid,unadjudicated,none,,,not_found,not_found,not_found,,,2026-08-14
deervetch,2,4+,invalid,unadjudicated,none,,,not_found,not_found,not_found,,,2026-08-14
dholak,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
driftlessness,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
earcap,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
elzevir,2,4+,invalid,corroborated,none,collegiate,proper_noun,not_found,proper_noun,not_consulted,,,2026-08-14
esophagopathy,2,4+,invalid,unadjudicated,none,,,not_found,not_found,not_found,,,2026-08-14
haggart,2,4+,invalid,unadjudicated,none,,,not_found,not_found,not_found,,,2026-08-14
holometabola,2,4+,invalid,unadjudicated,none,,,not_found,not_found,not_found,,,2026-08-14
leviticism,2,4+,invalid,unadjudicated,none,,,not_found,not_found,not_found,,,2026-08-14
macrotherium,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
melicerous,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
mishnaic,2,4+,invalid,corroborated,none,collegiate,proper_noun,not_found,proper_noun,not_consulted,,,2026-08-14
observationalist,2,4+,invalid,unadjudicated,none,,,not_found,not_found,not_found,,,2026-08-14
oilcoat,2,4+,invalid,unadjudicated,none,,,not_found,not_found,not_found,,,2026-08-14
ophionid,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
palaeoniscus,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
palmito,2,4+,invalid,unadjudicated,none,,,not_found,not_found,not_found,,,2026-08-14
pansexualize,2,4+,invalid,unadjudicated,none,,,not_found,not_found,not_found,,,2026-08-14
pneumonopathy,2,4+,invalid,unadjudicated,none,,,not_found,not_found,not_found,,,2026-08-14
prelatehood,2,4+,invalid,unadjudicated,none,,,not_found,not_found,not_found,,,2026-08-14
pricklefish,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
ptolemaism,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
quickfire,2,4+,invalid,refuted,none,free,valid,not_found,not_found,valid,adjective,Having one thing coming rapidly after another.,2026-08-14
reaccrue,2,4+,invalid,unadjudicated,none,,,not_found,not_found,not_found,,,2026-08-14
remagnetization,2,4+,invalid,unadjudicated,none,,,not_found,not_found,not_found,,,2026-08-14
ringcraft,2,4+,invalid,unadjudicated,none,,,not_found,not_found,not_found,,,2026-08-14
rooklike,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
rotifera,2,4+,invalid,refuted,none,medical,valid,valid,not_consulted,not_consulted,noun plural,a phylum of minute usually microscopic but many-celled aquatic invertebrate animals,2026-08-14
suprahumanity,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
taiwanese,2,4+,invalid,corroborated,none,collegiate,proper_noun,not_found,proper_noun,not_consulted,,,2026-08-14
talmudist,2,4+,invalid,corroborated,none,collegiate,proper_noun,not_found,proper_noun,not_consulted,,,2026-08-14
thionitrite,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
thornbird,2,4+,invalid,unadjudicated,none,,,not_found,not_found,not_found,,,2026-08-14
titanosaurus,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
topinambou,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
toxostoma,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
turfdom,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
xenophora,2,4+,invalid,unadjudicated,none,,,not_found,not_found,error,,,2026-08-14
xiphiidae,2,4+,invalid,unadjudicated,none,,,not_found,not_found,not_found,,,2026-08-14
