word,stage,group,action,verdict,method,source,evidence,confidence,decided_date
crotaloid,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crotaloids,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crotalums,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crotaphytid,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crotaphytids,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crotchal,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crotcheting,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crotonaldehydes,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crotonamide,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crotonamides,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crotonase,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crotonases,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crotonids,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crotonine,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crotylboration,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crotylborations,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crotylglycine,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crotylglycines,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crouchings,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crowdings,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crowdlending,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crowdless,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crowdpleaser,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crowdsale,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crowdsensing,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crowdsourcer,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crowdsourcers,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crowdsurfer,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crowdsurfers,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crowdtesting,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crowdwork,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crowdworked,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crowdworker,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crowdworkers,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crowdworking,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
croweater,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
croweaters,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crowflowers,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crowhop,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crowhopped,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crowhopping,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crowhops,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crowings,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crowlike,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crownbeard,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crudite,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cruisable,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cruoric,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cryptoasset,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cryptoassets,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cryptoendolith,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cryptoendoliths,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cryptoexplosion,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cryptoexplosions,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cryptofauna,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cryptofaunal,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cryptoflora,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cryptogenicity,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cryptogonimid,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cryptogonimids,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cryptolinguist,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cryptolinguistic,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cryptolinguistics,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cryptolinguists,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cryptolockers,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cryptoplacids,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crystalled,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crystalloclasts,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crystallogen,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crystallogens,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crystalloluminescent,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crystallopathies,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crystallopathy,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crystallophone,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crystallophones,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
crystallurgy,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
ctenacanth,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
ctenacanthid,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
ctenacanthids,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
ctenacanthiform,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
ctenacanthiforms,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
ctenacanthoid,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
ctenacanths,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
ctenanthe,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
ctenanthes,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
ctenizid,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
ctenizids,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
ctenostomatid,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
ctenuchid,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cubewano,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cubilose,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cubosome,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cubosomes,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cubozoa,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cucked,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuculoris,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cucumariid,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cucumariids,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cucumberfish,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cucumberfishes,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cucumisin,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cucumoviruses,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cucurbitane,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cucurbitanes,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cucurbitas,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cucurbituril,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuddlebug,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuddlefests,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuddlesomeness,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cueball,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cueballs,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuebid,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cueings,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cueless,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuelessness,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuesheet,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuesheets,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuffable,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuffband,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuffbands,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuffers,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuffings,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuirasse,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
culdesacs,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
culicide,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
culicides,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
culturalistic,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
culturality,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
culturalness,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
culturelessly,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
culturelessness,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
culturomics,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cumenols,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cumulenes,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuniculiform,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cunninghamia,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cunningmen,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cupboardless,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cupboardlike,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cupcakeries,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cupcakery,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cupellate,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cupellated,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cupellating,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuplet,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuplets,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cupredoxin,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cupredoxins,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuprospinel,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuprospinels,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuprostibite,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuprotitanium,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuprotungstite,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuprouranite,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cupstone,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cupstones,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cupularly,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cupulas,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
curculionoids,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
curdlan,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
curdogs,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
curseless,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuspiness,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuspless,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
custardiness,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
custardlike,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
custodialism,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cutia,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cutias,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuticularised,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuticularized,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuticularizing,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuticulin,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cuticulins,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cutmarks,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cyanase,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cyanated,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
cyanaurates,5,LLM-flagged (still valid),none,english_entry_exists,wiktionary_title_then_english_section,wiktionary,en.wiktionary.org page carries an == English == section,medium,2026-08-15
